fact	theory	source_file	source_line	has_skip_proof	depends_on_article_sorry	consumer_chapters	dependency_chapters	consumer_article_count	bucket	availability_stage
pss_scratch.oi8_census_via_A0OT	pss_scratch	isabelle/layerC/pss_scratch.thy	4350	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot2_tower_newOT	pss_scratch	isabelle/layerC/pss_scratch.thy	4439	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot2_NEWOT_of_pkg	pss_scratch	isabelle/layerC/pss_scratch.thy	4511	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ot2_tower_inv	pss_scratch	isabelle/layerC/pss_scratch.thy	4615	true	false	8	7,8	5	chapter-8/local	PSS/after-8
pss_scratch.od4_OTpred_mono_RT	pss_scratch	isabelle/layerC/pss_scratch.thy	4692	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.otx_bpHeadT_OT	pss_scratch	isabelle/layerC/pss_scratch.thy	4732	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ot1_A0OT	pss_scratch	isabelle/layerC/pss_scratch.thy	4762	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi8_census_final	pss_scratch	isabelle/layerC/pss_scratch.thy	4869	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ox5_body_driver	pss_scratch	isabelle/layerC/pss_scratch.thy	4936	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox5_body_driver_census	pss_scratch	isabelle/layerC/pss_scratch.thy	4974	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ox6_holeH	pss_scratch	isabelle/layerC/pss_scratch.thy	5081	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox6_setle_scbext	pss_scratch	isabelle/layerC/pss_scratch.thy	5108	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.ox6_setle_wrapped	pss_scratch	isabelle/layerC/pss_scratch.thy	5220	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.ox6_SETLE1_reduce	pss_scratch	isabelle/layerC/pss_scratch.thy	5251	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ot2_transT2_OT	pss_scratch	isabelle/layerC/pss_scratch.thy	5339	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.cnv_tri0_transT2	pss_scratch	isabelle/layerC/pss_scratch.thy	5459	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot2_IVADMEQ_of_pkg_free	pss_scratch	isabelle/layerC/pss_scratch.thy	5520	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ot2_IVADMEQ	pss_scratch	isabelle/layerC/pss_scratch.thy	5682	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi8_census_final_ivadmeq	pss_scratch	isabelle/layerC/pss_scratch.thy	5800	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ox6_setle_scbext_restr	pss_scratch	isabelle/layerC/pss_scratch.thy	5863	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.ox6_setle_wrapped_restr	pss_scratch	isabelle/layerC/pss_scratch.thy	5982	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.ox6_SETLE1_reduce_restr	pss_scratch	isabelle/layerC/pss_scratch.thy	6017	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ot_finRc_bounded	pss_scratch	isabelle/layerC/pss_scratch.thy	6123	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ot_finRc_reduce	pss_scratch	isabelle/layerC/pss_scratch.thy	6131	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox7_scbext_leBT_hole	pss_scratch	isabelle/layerC/pss_scratch.thy	6180	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.ox7_align3_track	pss_scratch	isabelle/layerC/pss_scratch.thy	6218	true	false		7	0	PSS/compat-unreached	PSS/after-7
pss_scratch.ot_finRc_LastStep_bounded_lt	pss_scratch	isabelle/layerC/pss_scratch.thy	6305	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ot_finRc_LastStep_guard_bounded_lt	pss_scratch	isabelle/layerC/pss_scratch.thy	6328	true	false		5,6	0	PSS/compat-unreached	PSS/after-6
pss_scratch.ox7_RightNodes_body_ge_v1	pss_scratch	isabelle/layerC/pss_scratch.thy	6382	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.wcl_min_bad_secured	pss_scratch	isabelle/layerC/pss_scratch.thy	6503	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_core_iff_no_bad_secured	pss_scratch	isabelle/layerC/pss_scratch.thy	6552	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_accfrag_downclosed	pss_scratch	isabelle/layerC/pss_scratch.thy	6581	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_accfrag_relacc	pss_scratch	isabelle/layerC/pss_scratch.thy	6592	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_accfrag_prog_of_core	pss_scratch	isabelle/layerC/pss_scratch.thy	6602	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_accfrag_distinguished_of_core	pss_scratch	isabelle/layerC/pss_scratch.thy	6631	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_Mset_distinguished_of_core	pss_scratch	isabelle/layerC/pss_scratch.thy	6654	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_Mset_eq_accfrag_of_core	pss_scratch	isabelle/layerC/pss_scratch.thy	6659	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_collapse_of_core	pss_scratch	isabelle/layerC/pss_scratch.thy	6676	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_min_bad_body_acc	pss_scratch	isabelle/layerC/pss_scratch.thy	6690	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_lower_head_bad_exists	pss_scratch	isabelle/layerC/pss_scratch.thy	6744	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_min_bad_lex	pss_scratch	isabelle/layerC/pss_scratch.thy	6798	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_wf_of_upper	pss_scratch	isabelle/layerC/pss_scratch.thy	6903	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_upper_of_wf	pss_scratch	isabelle/layerC/pss_scratch.thy	6985	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_upper_iff_wf	pss_scratch	isabelle/layerC/pss_scratch.thy	6992	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_collapse_of_upper	pss_scratch	isabelle/layerC/pss_scratch.thy	6995	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_buc1_2_2_of_upper	pss_scratch	isabelle/layerC/pss_scratch.thy	6999	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox7_slice_TransOT	pss_scratch	isabelle/layerC/pss_scratch.thy	7066	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ox7_bpHeadV_body_ge_v1	pss_scratch	isabelle/layerC/pss_scratch.thy	7146	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ox7_ub_lt_bpHeadV_body	pss_scratch	isabelle/layerC/pss_scratch.thy	7255	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.wtw_core_step	pss_scratch	isabelle/layerC/pss_scratch.thy	7307	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_high_comp_bad_pred	pss_scratch	isabelle/layerC/pss_scratch.thy	7360	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_high_comp_not_acc	pss_scratch	isabelle/layerC/pss_scratch.thy	7377	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.wcl_wf_of_upper_via_step	pss_scratch	isabelle/layerC/pss_scratch.thy	7399	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox7_headlt_lessBT	pss_scratch	isabelle/layerC/pss_scratch.thy	7542	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox7_bpHeadV_share	pss_scratch	isabelle/layerC/pss_scratch.thy	7576	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ot7_SETLE1_ltJ_of_head	pss_scratch	isabelle/layerC/pss_scratch.thy	7617	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.bwo_all_OT_principal_acc_of_Wstar_total	pss_scratch	isabelle/layerC/pss_scratch.thy	7816	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwo_2_2_wf	pss_scratch	isabelle/layerC/pss_scratch.thy	7834	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwo_Wstar_total_of_wf	pss_scratch	isabelle/layerC/pss_scratch.thy	7862	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwo_2_2_wf_iff	pss_scratch	isabelle/layerC/pss_scratch.thy	7871	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwo_domB_Nil	pss_scratch	isabelle/layerC/pss_scratch.thy	7997	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_addBT_Nil_right	pss_scratch	isabelle/layerC/pss_scratch.thy	8002	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_addBT_Nil_left	pss_scratch	isabelle/layerC/pss_scratch.thy	8005	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_addBT_assoc	pss_scratch	isabelle/layerC/pss_scratch.thy	8008	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_addBT_domB	pss_scratch	isabelle/layerC/pss_scratch.thy	8014	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_operB_split	pss_scratch	isabelle/layerC/pss_scratch.thy	8032	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_addBT_operB	pss_scratch	isabelle/layerC/pss_scratch.thy	8048	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_Aop_mono_nv	pss_scratch	isabelle/layerC/pss_scratch.thy	8080	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwo_2_4a_shift_closure	pss_scratch	isabelle/layerC/pss_scratch.thy	8108	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwo_domB_Dsucc0	pss_scratch	isabelle/layerC/pss_scratch.thy	8181	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_operB_Dsucc0	pss_scratch	isabelle/layerC/pss_scratch.thy	8184	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwo_2_5_sub1	pss_scratch	isabelle/layerC/pss_scratch.thy	8201	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox8_lastT_GBT	pss_scratch	isabelle/layerC/pss_scratch.thy	8323	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_rsub_GBT	pss_scratch	isabelle/layerC/pss_scratch.thy	8344	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_rsub_lessBT_of_OTP	pss_scratch	isabelle/layerC/pss_scratch.thy	8391	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_RightNodes_cons	pss_scratch	isabelle/layerC/pss_scratch.thy	8404	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_rsub_head_RN	pss_scratch	isabelle/layerC/pss_scratch.thy	8425	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_dfree_lastT	pss_scratch	isabelle/layerC/pss_scratch.thy	8453	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_dfree_rsub	pss_scratch	isabelle/layerC/pss_scratch.thy	8471	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_dfree_lastV	pss_scratch	isabelle/layerC/pss_scratch.thy	8480	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox8_OTP_e3_body	pss_scratch	isabelle/layerC/pss_scratch.thy	8503	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.ox8_body_rspine_lessBT	pss_scratch	isabelle/layerC/pss_scratch.thy	8539	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.bwl_Aop_mono_X	pss_scratch	isabelle/layerC/pss_scratch.thy	8704	false	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_Aset_mono	pss_scratch	isabelle/layerC/pss_scratch.thy	8709	false	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_Aop_mono_nv	pss_scratch	isabelle/layerC/pss_scratch.thy	8719	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_Aop_cong	pss_scratch	isabelle/layerC/pss_scratch.thy	8726	false	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_Wf_coh	pss_scratch	isabelle/layerC/pss_scratch.thy	8753	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_Wf_eq_W	pss_scratch	isabelle/layerC/pss_scratch.thy	8770	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_W_unfold	pss_scratch	isabelle/layerC/pss_scratch.thy	8776	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_A1	pss_scratch	isabelle/layerC/pss_scratch.thy	8800	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_A2	pss_scratch	isabelle/layerC/pss_scratch.thy	8807	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_A1_intro	pss_scratch	isabelle/layerC/pss_scratch.thy	8818	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_A1_dest	pss_scratch	isabelle/layerC/pss_scratch.thy	8827	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_A2'	pss_scratch	isabelle/layerC/pss_scratch.thy	8835	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_W_zero	pss_scratch	isabelle/layerC/pss_scratch.thy	8846	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_W2	pss_scratch	isabelle/layerC/pss_scratch.thy	8851	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_W3	pss_scratch	isabelle/layerC/pss_scratch.thy	8860	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_W_level_mono	pss_scratch	isabelle/layerC/pss_scratch.thy	8874	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_2_4a_shift	pss_scratch	isabelle/layerC/pss_scratch.thy	8892	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_2_4b_add	pss_scratch	isabelle/layerC/pss_scratch.thy	8965	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_2_4b_mult	pss_scratch	isabelle/layerC/pss_scratch.thy	8981	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_domB_one	pss_scratch	isabelle/layerC/pss_scratch.thy	8993	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_one_W	pss_scratch	isabelle/layerC/pss_scratch.thy	8996	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_numBT_W	pss_scratch	isabelle/layerC/pss_scratch.thy	9006	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_2_5_sub1	pss_scratch	isabelle/layerC/pss_scratch.thy	9014	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_domB_case_i	pss_scratch	isabelle/layerC/pss_scratch.thy	9056	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_TBv_neq_zero	pss_scratch	isabelle/layerC/pss_scratch.thy	9061	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_case_iii_guard_TBv	pss_scratch	isabelle/layerC/pss_scratch.thy	9072	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_D_zero_W	pss_scratch	isabelle/layerC/pss_scratch.thy	9086	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_key_collapse_sub	pss_scratch	isabelle/layerC/pss_scratch.thy	9115	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_key_collapse	pss_scratch	isabelle/layerC/pss_scratch.thy	9213	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_W_Dself	pss_scratch	isabelle/layerC/pss_scratch.thy	9221	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_numNat_numBT	pss_scratch	isabelle/layerC/pss_scratch.thy	9228	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_tbvIdx	pss_scratch	isabelle/layerC/pss_scratch.thy	9231	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_domB_case_ii	pss_scratch	isabelle/layerC/pss_scratch.thy	9241	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_operB_case_ii	pss_scratch	isabelle/layerC/pss_scratch.thy	9252	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_DC	pss_scratch	isabelle/layerC/pss_scratch.thy	9278	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_W_subset_star	pss_scratch	isabelle/layerC/pss_scratch.thy	9441	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_WstarI	pss_scratch	isabelle/layerC/pss_scratch.thy	9461	false	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_WstarD	pss_scratch	isabelle/layerC/pss_scratch.thy	9464	false	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_W_in_Wstar	pss_scratch	isabelle/layerC/pss_scratch.thy	9469	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_zero_Wstar	pss_scratch	isabelle/layerC/pss_scratch.thy	9472	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_2_6	pss_scratch	isabelle/layerC/pss_scratch.thy	9477	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_size_list_butlast	pss_scratch	isabelle/layerC/pss_scratch.thy	9629	false	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_size_butlast_lt	pss_scratch	isabelle/layerC/pss_scratch.thy	9633	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_2_7_aux	pss_scratch	isabelle/layerC/pss_scratch.thy	9647	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_2_8_dfree_Wstar	pss_scratch	isabelle/layerC/pss_scratch.thy	9724	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_2_8_principal	pss_scratch	isabelle/layerC/pss_scratch.thy	9733	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_not_lessBT_zero	pss_scratch	isabelle/layerC/pss_scratch.thy	9771	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.bwl_acc_BP_of_BT_aux	pss_scratch	isabelle/layerC/pss_scratch.thy	9779	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_acc_BP_of_BT	pss_scratch	isabelle/layerC/pss_scratch.thy	9800	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.bwl_acc_of_W	pss_scratch	isabelle/layerC/pss_scratch.thy	9808	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.bwl_Wstar_total_of_cof	pss_scratch	isabelle/layerC/pss_scratch.thy	9927	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.bwl_wf_RPrel_of_cof	pss_scratch	isabelle/layerC/pss_scratch.thy	9942	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ot9_LastStep_A9_faithful	pss_scratch	isabelle/layerC/pss_scratch.thy	9986	false	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ot9_FINRC	pss_scratch	isabelle/layerC/pss_scratch.thy	10032	false	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.oi8_census_FINRC	pss_scratch	isabelle/layerC/pss_scratch.thy	10041	true	false		5,6,7,8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.ox9_ok_of_hge	pss_scratch	isabelle/layerC/pss_scratch.thy	10139	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_holeD_0E	pss_scratch	isabelle/layerC/pss_scratch.thy	10154	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_holeD_SucE	pss_scratch	isabelle/layerC/pss_scratch.thy	10159	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_holeD_ne	pss_scratch	isabelle/layerC/pss_scratch.thy	10165	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_lessBT_zero	pss_scratch	isabelle/layerC/pss_scratch.thy	10173	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_lessBP_iff	pss_scratch	isabelle/layerC/pss_scratch.thy	10178	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_lessBP_trans	pss_scratch	isabelle/layerC/pss_scratch.thy	10180	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_snoc_lessBT	pss_scratch	isabelle/layerC/pss_scratch.thy	10186	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_holeD_lessBT	pss_scratch	isabelle/layerC/pss_scratch.thy	10189	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_lexP	pss_scratch	isabelle/layerC/pss_scratch.thy	10210	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_TT_aux	pss_scratch	isabelle/layerC/pss_scratch.thy	10260	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_TT	pss_scratch	isabelle/layerC/pss_scratch.thy	10299	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_lexM	pss_scratch	isabelle/layerC/pss_scratch.thy	10317	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_MAIN	pss_scratch	isabelle/layerC/pss_scratch.thy	10381	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_holeD_of_flat3	pss_scratch	isabelle/layerC/pss_scratch.thy	10507	true	false	8	7	5	chapter-8/local	PSS/after-7
pss_scratch.ox9_rsub_Suc	pss_scratch	isabelle/layerC/pss_scratch.thy	10542	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_holeD_lastT	pss_scratch	isabelle/layerC/pss_scratch.thy	10553	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_holeD_rsub	pss_scratch	isabelle/layerC/pss_scratch.thy	10565	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox9_ok_lastT	pss_scratch	isabelle/layerC/pss_scratch.thy	10585	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_ok_rsub	pss_scratch	isabelle/layerC/pss_scratch.thy	10604	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox9_engine	pss_scratch	isabelle/layerC/pss_scratch.thy	10624	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox10_cex_not_ok	pss_scratch	isabelle/layerC/pss_scratch.thy	10840	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox10_cex_not_hge	pss_scratch	isabelle/layerC/pss_scratch.thy	10843	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.ox10_engine	pss_scratch	isabelle/layerC/pss_scratch.thy	10863	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox10_SETLE1_ltJ	pss_scratch	isabelle/layerC/pss_scratch.thy	10995	true	false	8	5,6,7,8	5	chapter-8/local	PSS/after-8
pss_scratch.oi10_census_KK	pss_scratch	isabelle/layerC/pss_scratch.thy	11096	true	false	8	5,6,7,8	1	chapter-8/local	PSS/after-8
pss_scratch.ox10_lexP	pss_scratch	isabelle/layerC/pss_scratch.thy	11171	true	false	8		5	chapter-8/local	PSS/pre-5
pss_scratch.ox10_lexP_subsumes_ox9	pss_scratch	isabelle/layerC/pss_scratch.thy	11224	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.y3_W_mono	pss_scratch	isabelle/layerC/pss_scratch.thy	11280	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_TBv_dfree_W_aux	pss_scratch	isabelle/layerC/pss_scratch.thy	11295	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_TBv_dfree_W	pss_scratch	isabelle/layerC/pss_scratch.thy	11320	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_dfree_ex_lev_aux	pss_scratch	isabelle/layerC/pss_scratch.thy	11333	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_dfree_ex_lev	pss_scratch	isabelle/layerC/pss_scratch.thy	11370	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_dfree_W_ex	pss_scratch	isabelle/layerC/pss_scratch.thy	11382	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_Trans_dfree	pss_scratch	isabelle/layerC/pss_scratch.thy	11390	true	false	8	5,6,7	1	chapter-8/local	PSS/after-7
pss_scratch.y3_Trans_W	pss_scratch	isabelle/layerC/pss_scratch.thy	11395	true	false	8	5,6,7	1	chapter-8/local	PSS/after-7
pss_scratch.y3_one_in_TBv	pss_scratch	isabelle/layerC/pss_scratch.thy	11403	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.y3_D0one_not_NatSet	pss_scratch	isabelle/layerC/pss_scratch.thy	11406	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.y3_TBv_ne_zeroset	pss_scratch	isabelle/layerC/pss_scratch.thy	11416	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.y3_TBv_ne_NatSet	pss_scratch	isabelle/layerC/pss_scratch.thy	11424	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.y3_TBv_inj	pss_scratch	isabelle/layerC/pss_scratch.thy	11432	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_cof0_imp_bwl_cof	pss_scratch	isabelle/layerC/pss_scratch.thy	11463	true	false	8		1	chapter-8/local	PSS/pre-5
pss_scratch.y3_wf_RPrel_of_cof0	pss_scratch	isabelle/layerC/pss_scratch.thy	11507	true	false		8	0	PSS/compat-unreached	PSS/after-8
pss_scratch.y3_W_acc	pss_scratch	isabelle/layerC/pss_scratch.thy	11528	true	false			0	PSS/compat-unreached	PSS/pre-5
pss_scratch.y3_cofimg_of_bwl_cof	pss_scratch	isabelle/layerC/pss_scratch.thy	11620	false	false	8		1	chapter-8/local	PSS/pre-5
